id,year,thumbnail,image,largeImage,_label,_iiif,_Description,_Publication/creation,_Physical description,_Contributors,_Type/technique,_Subjects,_Attribution and usage,keywords,_Notes,
cb728d272ecc5633b4bdc7523f18b47e,,"https://iiif.wellcomecollection.org/image/b28665132_0001.jp2/full/93,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28665132_0001.jp2/full/752,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28665132_0001.jp2/full/3006,4096/0/default.jpg","You are now in a safer sex zone : condoms can prevent AIDS, cervical cancer, chlamydia, gonorrhoea, syphilis, other S.T.D.s & pregnancy.",https://iiif.wellcomecollection.org/presentation/b28665132,<p>Sticker promoting condom use to prevent infection. Issued by the National AIDS Council.</p>,[1992?],1 sheet : monochrome , 10 x 7 cm,National AIDS Council (Great Britain),Ephemera,Condoms,Wellcome Collection,"cervical cancer,safer sex zone,chlamydia,gonorrhoea",
bcc25afc85937ae25f8678353d5476ee,,"https://iiif.wellcomecollection.org/image/b28491087_0001.jp2/full/101,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491087_0001.jp2/full/810,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491087_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. Gallieni].,https://iiif.wellcomecollection.org/presentation/b28491087,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
6f28966bf6e0b9ac27486a7ebeb1b7cf,1882,"https://iiif.wellcomecollection.org/image/b28490733_0001.jp2/full/109,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490733_0001.jp2/full/878,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490733_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for the Daily Mail Red Cross Fund. Faith].,https://iiif.wellcomecollection.org/presentation/b28490733,,[Between 1914 and 1918],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Daily Mail Red,Red Cross Fund,Mail Red Cross,Fund",,
80d89cc2ff6fb551ef72e5bc28e13840,,"https://iiif.wellcomecollection.org/image/b28490691_0001.jp2/full/110,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490691_0001.jp2/full/885,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490691_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for the Daily Mail Red Cross Fund. Alliance].,https://iiif.wellcomecollection.org/presentation/b28490691,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Daily Mail Red,Red Cross Fund,Mail Red Cross,Fund",,
9214ed0f003fd4919ea791671e54d0fe,,"https://iiif.wellcomecollection.org/image/b28491099_0001.jp2/full/93,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491099_0001.jp2/full/751,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491099_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. Gouraud].,https://iiif.wellcomecollection.org/presentation/b28491099,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
2136b9a029db63791ee12aa57f1668bc,,"https://iiif.wellcomecollection.org/image/b20660832_0001.jp2/full/92,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20660832_0001.jp2/full/742,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20660832_0001.jp2/full/full/0/default.jpg,"Zeppelin, Z20 : Leciferrin : Galenus Chemische Industrie G.m.b.H. Frankfurt a.M.",https://iiif.wellcomecollection.org/presentation/b20660832,"<p>Poster stamp (1910s?) advertising Galenus Chemische Industrie GmbH of Frankfurt's 'Leciferrin' tonic, strengthening the body and the blood. This one shows a Zeppelin and is one of a series of stamps / gummed stickers showing balloons and other airships.</p>","Frankfurt am Main : Galenus Chemische Industrie, [Between 1900 and 1918?]",1 broadside : color illustrations , 6.5 cm,Galenus Chemische Industrie.,Ephemera,Airships,Wellcome Collection,"Galenus Chemische Industrie,Poster stamp,Leciferrin,advertising Galenus Chemische",
b62a664bd93833c6140e24e675e7cda2,,"https://iiif.wellcomecollection.org/image/b28490721_0001.jp2/full/109,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490721_0001.jp2/full/879,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490721_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for the Daily Mail Red Cross Fund. Courage].,https://iiif.wellcomecollection.org/presentation/b28490721,,[Between 1914 and 1918],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Daily Mail Red,Red Cross Fund,Mail Red Cross,Fund",,
f7430e95c6c56cfa052412374ad21af0,,"https://iiif.wellcomecollection.org/image/b28490903_0001.jp2/full/95,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490903_0001.jp2/full/762,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490903_0001.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Royal Army Medical Corps, Highland Light Infantry and the Royal Scots Fusiliers].",https://iiif.wellcomecollection.org/presentation/b28490903,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Army Medical Corps,Highland Light Infantry,Society Scottish Branch,Royal Army Medical",,
d3c39ce34da479808485435a16668e0e,,"https://iiif.wellcomecollection.org/image/b28490903_0002.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490903_0002.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490903_0002.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Royal Army Medical Corps, Highland Light Infantry and the Royal Scots Fusiliers].",https://iiif.wellcomecollection.org/presentation/b28490903,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Army Medical Corps,Highland Light Infantry,Society Scottish Branch,Royal Army Medical",,
0481abb28033fdf15a245fd49bb9719f,,"https://iiif.wellcomecollection.org/image/b28490903_0003.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490903_0003.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490903_0003.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Royal Army Medical Corps, Highland Light Infantry and the Royal Scots Fusiliers].",https://iiif.wellcomecollection.org/presentation/b28490903,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Army Medical Corps,Highland Light Infantry,Society Scottish Branch,Royal Army Medical",,
5bd12602d65711681a556950142344b0,,"https://iiif.wellcomecollection.org/image/b28490812_0001.jp2/full/71,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490812_0001.jp2/full/570,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490812_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for Croce Bianca italiana].,https://iiif.wellcomecollection.org/presentation/b28490812,,1915,,,Ephemera,"World War, 1914-1918",Wellcome Collection,"World War,Fund,Collection,presentation",,
ea7a0751c54dc5b24ba89c5442af8e3c,,"https://iiif.wellcomecollection.org/image/b28674649_0001.jp2/full/46,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674649_0001.jp2/full/373,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674649_0001.jp2/full/1492,4096/0/default.jpg",[Taking Care campaign symbol circular stickers].,https://iiif.wellcomecollection.org/presentation/b28674649,"<p>Backing sheet with 3 round (32 mm) 'Take Care' blue and magenta symbol stickers on it, promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>",[between 1990 and 1997?],1 sheet , 119 x 4 cm,Take Care (Health Campaign),Ephemera,Health Education,Wellcome Collection,"Taking Care campaign,HIV prevention,Care campaign symbol,Backing sheet","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
41182f16a24aca5a62b5f94147a36ef1,,"https://iiif.wellcomecollection.org/image/b20113511_0001.jp2/full/104,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20113511_0001.jp2/full/835,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b20113511_0001.jp2/full/3340,4096/0/default.jpg","We use fresh natural milk : no powdered milk is used in our tea, coffee or milk drinks.",https://iiif.wellcomecollection.org/presentation/b20113511,<p>Heavy plastic double-sided sticker issued in about 1973 by the Milk Marketing Board for disply in cafés and restaurants etc.</p>,"[Place of publication not identified] : [Milk Marketing Board], [1973?]",1 sheet , 26 cm,Great Britain. Milk Marketing Board.,Ephemera,Milk,Wellcome Collection,"Milk Marketing Board,use fresh natural,milk,Great Britain",
23986f1d60b71055ef5070cbca7755f1,,"https://iiif.wellcomecollection.org/image/b20113511_0002.jp2/full/104,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20113511_0002.jp2/full/835,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b20113511_0002.jp2/full/3340,4096/0/default.jpg","We use fresh natural milk : no powdered milk is used in our tea, coffee or milk drinks.",https://iiif.wellcomecollection.org/presentation/b20113511,<p>Heavy plastic double-sided sticker issued in about 1973 by the Milk Marketing Board for disply in cafés and restaurants etc.</p>,"[Place of publication not identified] : [Milk Marketing Board], [1973?]",1 sheet , 26 cm,Great Britain. Milk Marketing Board.,Ephemera,Milk,Wellcome Collection,"Milk Marketing Board,use fresh natural,milk,Great Britain",
b9e51c0d9b1226b547cb2b064472a4bd,,"https://iiif.wellcomecollection.org/image/b15506484_0001.jp2/full/28,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b15506484_0001.jp2/full/226,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b15506484_0001.jp2/full/906,4096/0/default.jpg",Fur : there's no excuse / [PETA],https://iiif.wellcomecollection.org/presentation/b15506484,"<p>A strip of 6 anti-fur stickers printed in dayglo pink and black on white paper on a backing sheet. Two types: ""Fur, there's no excuse"" and ""Fur"" in a circle with a diagonal bar across it.</p>","[Washington D.C. : PETA, 1994?]",1 set of 6 stickers , 21 cm.,People for the Ethical Treatment of Animals.,Stickers,Animal welfare,Wellcome Collection,"Fur,Ethical Treatment,Wellcome Collection,excuse",Issued by People for the Ethical Treatment of Animals as part of a campaign they were running in about 1994.
f152b41f9b6061672ef93c423109c2c6,,"https://iiif.wellcomecollection.org/image/b28508932_0001.jp2/full/128,123/0/default.jpg","https://iiif.wellcomecollection.org/image/b28508932_0001.jp2/full/1025,992/0/default.jpg",https://iiif.wellcomecollection.org/image/b28508932_0001.jp2/full/full/0/default.jpg,"[Single, 'stamp' gummed sticker celebrating the stamp centenary exhibition and ""sold in aid of the Lord Mayor's Red Cross and St. John Fund."" Printed in magenta].",https://iiif.wellcomecollection.org/presentation/b28508932,,1940,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"John Fund,Wellcome Collection,Red Cross,Lord Mayor",,
7450c2901c31bba458ab4f096879c6e6,,"https://iiif.wellcomecollection.org/image/b28491166_0001.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491166_0001.jp2/full/802,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491166_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. D'Urbal].,https://iiif.wellcomecollection.org/presentation/b28491166,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
0e3111da0a43f0b33fd81e389280f4fb,,"https://iiif.wellcomecollection.org/image/b28490976_0001.jp2/full/92,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490976_0001.jp2/full/738,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490976_0001.jp2/full/full/0/default.jpg,[Fund raising sticker for the Austrian Red Cross featuring Karl Erzherzog].,https://iiif.wellcomecollection.org/presentation/b28490976,,1914,,,Ephemera,Fund Raising,Wellcome Collection,"Wellcome Collection,Austrian Red Cross,Cross featuring Karl,Fund raising sticker",,
59e8670f5a683a4c9912710ccc77ed01,,"https://iiif.wellcomecollection.org/image/b28663512_0001.jp2/full/128,93/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663512_0001.jp2/full/1025,749/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663512_0001.jp2/full/4096,2994/0/default.jpg",Take care of the one you love... alter attitudes to AIDS : love and passion still in fashion...,https://iiif.wellcomecollection.org/presentation/b28663512,,[1993],1 sheet : colour , 22 x  30 cm,Liverpool & South Sefton Health Promotion Agency,Ephemera,Stickers,Wellcome Collection,"South Sefton Health,Sefton Health Promotion,Health Promotion Agency,South",Sheet of 12 stickers (4 each of 3 different sorts) issued by the Liverpool  (& South Sefton?) Health Promotion Agency promoting safer sex.
a1fb9763eece18e2814da1800c4db709,,"https://iiif.wellcomecollection.org/image/b20660868_0001.jp2/full/85,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20660868_0001.jp2/full/687,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20660868_0001.jp2/full/full/0/default.jpg,Blutbildend-Nervenstärkend : Leciferrin ... : Galenus Chemische Industrie G.m.b.H. Frankfurt a.M.,https://iiif.wellcomecollection.org/presentation/b20660868,"<p>Poster stamp (1910s?) advertising Galenus Chemische Industrie GmbH of Frankfurt's 'Leciferrin' tonic, strengthening the body and the blood. This one shows the product's pink box against a black background, green strip at the bottom. One of a series.</p>","Frankfurt am Main : Galenus Chemische Industrie, [Between 1900 and 1918?]",1 broadside : color illustrations , 6.8 cm,Galenus Chemische Industrie.,Ephemera,Tonics (Medicinal preparations),Wellcome Collection,"Galenus Chemische Industrie,Nervenstärkend,Leciferrin,Chemische",
553ee3ef934fff5bc0ecf5aec117dcdc,,"https://iiif.wellcomecollection.org/image/b28490897_0001.jp2/full/93,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490897_0001.jp2/full/751,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490897_0001.jp2/full/3004,4096/0/default.jpg","[French charity stamp showing a woman gestuting towards a burning town, a French tricolore flag in her right urging people to buy nothing from the Germans: ""N'achetez rien aux Allemands""].",https://iiif.wellcomecollection.org/presentation/b28490897,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"World War,rien aux,French charity stamp,French tricolore flag",,
87c78030169c9e8450fbc3544c5a9d87,,"https://iiif.wellcomecollection.org/image/b29222746_0001.jp2/full/128,33/0/default.jpg","https://iiif.wellcomecollection.org/image/b29222746_0001.jp2/full/1025,265/0/default.jpg",https://iiif.wellcomecollection.org/image/b29222746_0001.jp2/full/full/0/default.jpg,Still taking care with sex?,https://iiif.wellcomecollection.org/presentation/b29222746,"<p>Window sticker printed on clear plastic with black text, white background and a blue and pink campaign symbol. Part of the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>",[between 1990 and 1995?],1 sheet : colour , 7 x 32 cm,Take Care (Health Campaign),Ephemera,Safe Sex,Wellcome Collection,"Window sticker,pink campaign symbol,presentation,Window","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
457b981714133969e104805b72a1e04c,,"https://iiif.wellcomecollection.org/image/b2849099x_0001.jp2/full/93,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b2849099x_0001.jp2/full/746,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b2849099x_0001.jp2/full/full/0/default.jpg,[Fund raising sticker for the Austrian Red Cross featuring Radstzky (?)].,https://iiif.wellcomecollection.org/presentation/b2849099x,,1914,,,Ephemera,Fund Raising,Wellcome Collection,"Austrian Red Cross,Cross featuring Radstzky,Red Cross featuring,Fund raising sticker",,
4e0244df76d05b60363977c8727811dc,,"https://iiif.wellcomecollection.org/image/b28667104_0001.jp2/full/101,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28667104_0001.jp2/full/814,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28667104_0001.jp2/full/3254,4096/0/default.jpg",[Terrence Higgins Trust collection day sticker].,https://iiif.wellcomecollection.org/presentation/b28667104,"<p>Collection day sticker (showing the THT golden heart symbol) given out to people on 10 November 1992 outside Euston Station, London when they donated money to support the Terrence Higgins Trust.</p>",[1992],1 sheet : monochrome , 4 x 4 cm,Terrence Higgins Trust,Ephemera,Charities,Wellcome Collection,"Terrence Higgins Trust,outside Euston Station,Higgins Trust collection,Collection day sticker",
ed33c6b3a27889bda221a38d2b209f4a,,"https://iiif.wellcomecollection.org/image/b28510069_0001.jp2/full/128,54/0/default.jpg","https://iiif.wellcomecollection.org/image/b28510069_0001.jp2/full/1025,437/0/default.jpg",https://iiif.wellcomecollection.org/image/b28510069_0001.jp2/full/full/0/default.jpg,"[Postal franking label for the British Red Cross Society, as used in September 1992].",https://iiif.wellcomecollection.org/presentation/b28510069,,1992,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Red Cross Society,Wellcome Collection,British Red Cross,Postal franking label",,
69766202e8de1237cdcec996dc3cf7b4,,"https://iiif.wellcomecollection.org/image/b1550637x_0001.jp2/full/128,95/0/default.jpg","https://iiif.wellcomecollection.org/image/b1550637x_0001.jp2/full/1025,763/0/default.jpg","https://iiif.wellcomecollection.org/image/b1550637x_0001.jp2/full/4096,3051/0/default.jpg",An appeal to housewives : demand humanely killed rabbits : don't buy them caught like this / Royal Society for the Prevention of Cruelty to Animals.,https://iiif.wellcomecollection.org/presentation/b1550637x,"<p>Sticker in form of a stamp. Printed in black, green and brown on white, gummed paper with perforated edges (torn from a larger sheet?). A brown rabbit is shown trapped by the front left paw in a steel-jaw leghold trap inside a white circular border against a green background with ""An appeal..."" reversed white out of a black box next to it.</p>","London : Royal Society for the Prevention of Cruelty to Animals, [193-?]",1 stamp : col. ill. , 4 x 5cm.,Royal Society for the Prevention of Cruelty to Animals.,Stickers,Trapping,Wellcome Collection,"Royal Society,demand humanely killed,humanely killed rabbits,Animals","""The Royal Society for the Prevention of Cruelty to Animals, 105, Jermyn Street, London, S.W.1"""
5f71a431fbf48a214374b3f8d5e2bdfc,,"https://iiif.wellcomecollection.org/image/b15666116_EPH_31_1_0001.jp2/full/128,66/0/default.jpg","https://iiif.wellcomecollection.org/image/b15666116_EPH_31_1_0001.jp2/full/1025,528/0/default.jpg","https://iiif.wellcomecollection.org/image/b15666116_EPH_31_1_0001.jp2/full/4096,2113/0/default.jpg","Analytica : München, 19.-22. April 1994 : Hall 1, Stand 1D07.",https://iiif.wellcomecollection.org/presentation/b15666116,<p>Adhesive label stuck on a white envelope advertising the Analytica trade fair. Green background with a yellow computer grid illustration over blue and a square symbol in black and shades of carmine above it. The envelope has the prepaid postage stamp of Jandel Scientific in Erkrath.</p>,"Munich : Analytica, 1994.",1 label : color illustrations , 7 cm,Analytica (1994 : Munich),Ephemera,Scientific apparatus and instruments,Wellcome Collection,"München,Analytica,April,Hall",
bc8ef2c2c2e4a54323cc0fc8012fbd3f,,"https://iiif.wellcomecollection.org/image/b15666116_EPH_31_1_0002.jp2/full/128,66/0/default.jpg","https://iiif.wellcomecollection.org/image/b15666116_EPH_31_1_0002.jp2/full/1025,528/0/default.jpg","https://iiif.wellcomecollection.org/image/b15666116_EPH_31_1_0002.jp2/full/4096,2113/0/default.jpg","Analytica : München, 19.-22. April 1994 : Hall 1, Stand 1D07.",https://iiif.wellcomecollection.org/presentation/b15666116,<p>Adhesive label stuck on a white envelope advertising the Analytica trade fair. Green background with a yellow computer grid illustration over blue and a square symbol in black and shades of carmine above it. The envelope has the prepaid postage stamp of Jandel Scientific in Erkrath.</p>,"Munich : Analytica, 1994.",1 label : color illustrations , 7 cm,Analytica (1994 : Munich),Ephemera,Scientific apparatus and instruments,Wellcome Collection,"München,Analytica,April,Hall",
f556721b5aab87d84e18cc01aae47adf,,"https://iiif.wellcomecollection.org/image/b1538276x_EPH_3_3_0001.jp2/full/128,126/0/default.jpg","https://iiif.wellcomecollection.org/image/b1538276x_EPH_3_3_0001.jp2/full/1025,1013/0/default.jpg",https://iiif.wellcomecollection.org/image/b1538276x_EPH_3_3_0001.jp2/full/full/0/default.jpg,The War Widows Association of Great Britain [sticker].,https://iiif.wellcomecollection.org/presentation/b1538276x,"<p>Red circular sticker on white background with the Association's symbol, the chrysanthemum, in the centre - possibly used as a lapel badge on street collection days.</p>","[S.l.] : War Widows Association of Great Britain,  [ca.1992]",1 piece : ill. , 4 x 4 cm.,War Widows Association of Great Britain.,Stickers,Warfare,Wellcome Collection,"War Widows Association,Great Britain,Red circular sticker,Great",The association is a member of the Council of British Service and ex-Service Organisations and is affiliated to the National Council of Women.
89ca9f65821ca283c0c678d24521737d,,"https://iiif.wellcomecollection.org/image/b28490940_0001.jp2/full/105,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490940_0001.jp2/full/844,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490940_0001.jp2/full/full/0/default.jpg,[Fund raising sticker for the British Red Cross Society Scottish Branch].,https://iiif.wellcomecollection.org/presentation/b28490940,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Cross Society Scottish,Wellcome Collection,Red Cross Society,British Red Cross",,
56cb8ed3a11723d414a1fb8678a2049a,,"https://iiif.wellcomecollection.org/image/b28663184_0001.jp2/full/101,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0001.jp2/full/816,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0001.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
d24f6a36fc9a716e42951af5568e5e02,,"https://iiif.wellcomecollection.org/image/b28663184_0002.jp2/full/101,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0002.jp2/full/811,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0002.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
bfa46f8452cf3fca4a2d8b2fc64247da,,"https://iiif.wellcomecollection.org/image/b28663184_0003.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0003.jp2/full/800,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0003.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
0750fb1e7c48f3c4f03a94d3a2720952,,"https://iiif.wellcomecollection.org/image/b28663184_0004.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0004.jp2/full/804,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0004.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
0190408e9815272483f3f6f186a21d65,,"https://iiif.wellcomecollection.org/image/b28663184_0005.jp2/full/101,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0005.jp2/full/816,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0005.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
b4729ba7a496d427f2662d4ae8a9f98d,,"https://iiif.wellcomecollection.org/image/b28663184_0006.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0006.jp2/full/806,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0006.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
4e6012a5d672d15f830a0ae783cb4a78,,"https://iiif.wellcomecollection.org/image/b28663184_0007.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0007.jp2/full/806,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0007.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
3e0816a4972490371a5be7e8e8f63119,,"https://iiif.wellcomecollection.org/image/b28663184_0008.jp2/full/101,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0008.jp2/full/809,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0008.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
f5107a60990eca91652892a872818666,,"https://iiif.wellcomecollection.org/image/b28663184_0009.jp2/full/101,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0009.jp2/full/812,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0009.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
